employee_id,home_area,area_type,latitude,longitude,nearest_station,nearest_station_area,nearest_station_mode,nearest_station_lines,station_connectivity_score,home_to_work_km,home_to_station_m,station_access_category,destination_station_to_work_m,number_of_transfers,estimated_wait_time_min,origin_walk_time_min,transit_time_min,transfer_time_min,destination_walk_time_min,base_commute_time_min,delay_buffer_min,risk_adjusted_commute_time_min,base_commute_group,risk_adjusted_commute_group,delay_impact,crosses_45_min_after_delay,commute_time_score,station_access_score,transfer_score,reliability_score,adoption_score,adoption_potential
EMP0217,Norderstedt,near_workplace,53.720955,10.000297,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.38,1523.0,Poor,884.0,0,4.0,19.0,0.0,0,11.1,34.1,15,49.1,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0218,Norderstedt,near_workplace,53.716755,10.052835,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,4.79,4069.0,Poor,884.0,0,4.0,50.9,0.0,0,11.1,65.9,15,80.9,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0219,Elmshorn,outer_suburban,53.76032,9.706659,Elmshorn,Elmshorn,Regional,RE,0.7,19.41,3597.0,Poor,884.0,2,9.0,45.0,31.3,14,11.1,110.3,15,125.3,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0220,Hamburg-Eimsbuettel,urban,53.603097,9.936009,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,11.42,3939.0,Poor,884.0,0,5.0,49.2,29.4,0,11.1,94.7,15,109.7,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0221,Hamburg-Altona,urban,53.550684,9.948393,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,16.96,897.0,Good,884.0,1,4.0,11.2,24.2,7,11.1,57.5,15,72.5,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0222,Hamburg-Wandsbek,urban,53.589754,10.098998,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,14.55,2891.0,Poor,884.0,0,6.0,36.1,35.1,0,11.1,88.3,15,103.3,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0223,Pinneberg,suburban,53.669332,9.847549,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,9.72,3742.0,Poor,884.0,1,7.0,46.8,19.4,7,11.1,91.2,15,106.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0224,Elmshorn,outer_suburban,53.782145,9.623808,Elmshorn,Elmshorn,Regional,RE,0.7,25.36,3671.0,Poor,884.0,2,9.0,45.9,31.3,14,11.1,111.2,15,126.2,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0225,Hamburg-Altona,urban,53.538623,9.915611,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,18.7,1963.0,Poor,884.0,1,4.0,24.5,24.2,7,11.1,70.8,15,85.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0226,Elmshorn,outer_suburban,53.765064,9.596117,Elmshorn,Elmshorn,Regional,RE,0.7,26.51,3936.0,Poor,884.0,2,9.0,49.2,31.3,14,11.1,114.5,15,129.5,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0227,Norderstedt,near_workplace,53.73007,9.950304,Quickborn,Quickborn,AKN,A1,0.7,3.88,3048.0,Poor,884.0,1,9.0,38.1,11.4,7,11.1,76.5,15,91.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0228,Hamburg-Barmbek,urban,53.583524,10.057057,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,13.98,945.0,Good,884.0,1,5.0,11.8,27.4,7,11.1,62.2,15,77.2,60+ min,60+ min,No impact,False,8,18,14,20,60,Medium
EMP0229,Hamburg-Harburg,outer_urban,53.464491,10.032491,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,26.57,2905.0,Poor,884.0,2,5.0,36.3,38.2,14,11.1,104.6,15,119.6,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0230,Norderstedt,near_workplace,53.727887,9.982469,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.92,2313.0,Poor,884.0,0,4.0,28.9,0.0,0,11.1,44.0,15,59.0,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0231,Norderstedt,near_workplace,53.710448,9.950623,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.44,2789.0,Poor,884.0,0,4.0,34.9,0.0,0,11.1,49.9,15,64.9,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0232,Hamburg-Eimsbuettel,urban,53.581717,9.983934,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.34,805.0,Good,884.0,0,5.0,10.1,29.4,0,11.1,55.6,15,70.6,46-60 min,60+ min,Minor impact,False,18,18,20,10,66,High
EMP0233,Bad Oldesloe,regional,53.791997,10.327781,Bad Oldesloe,Bad Oldesloe,Regional,RE,0.65,24.7,3698.0,Poor,884.0,2,10.0,46.2,37.6,14,11.1,118.9,15,133.9,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0234,Hamburg-Harburg,outer_urban,53.440245,9.997418,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,29.08,1803.0,Poor,884.0,2,5.0,22.5,38.2,14,11.1,90.8,15,105.8,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0235,Elmshorn,outer_suburban,53.750749,9.622179,Elmshorn,Elmshorn,Regional,RE,0.7,24.46,2058.0,Poor,884.0,2,9.0,25.7,31.3,14,11.1,91.1,15,106.1,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0236,Ahrensburg,suburban,53.6912,10.228504,Ahrensburg,Ahrensburg,Regional,RE,0.75,16.1,1929.0,Poor,884.0,1,8.0,24.1,22.7,7,11.1,72.8,15,87.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0237,Hamburg-Wandsbek,urban,53.608123,10.116718,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,13.57,5187.0,Poor,884.0,0,6.0,64.8,35.1,0,11.1,116.9,15,131.9,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0238,Ahrensburg,suburban,53.646317,10.234022,Ahrensburg,Ahrensburg,Regional,RE,0.75,17.55,3206.0,Poor,884.0,1,8.0,40.1,22.7,7,11.1,88.8,15,103.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0239,Norderstedt,near_workplace,53.673866,10.018531,Ochsenzoll,Hamburg-Langenhorn,U-Bahn,U1,0.8,3.82,1206.0,Acceptable,884.0,0,7.0,15.1,7.7,0,11.1,40.8,15,55.8,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0240,Norderstedt,near_workplace,53.682179,9.998624,Garstedt,Norderstedt,U-Bahn,U1,0.85,2.36,318.0,Excellent,884.0,0,6.0,4.0,6.1,0,11.1,27.2,15,42.2,0-30 min,31-45 min,Minor impact,False,35,25,20,10,90,Very High
EMP0241,Ahrensburg,suburban,53.665761,10.248351,Ahrensburg,Ahrensburg,Regional,RE,0.75,17.82,1198.0,Acceptable,884.0,1,8.0,15.0,22.7,7,11.1,63.7,15,78.7,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0242,Ahrensburg,suburban,53.658852,10.221982,Ahrensburg,Ahrensburg,Regional,RE,0.75,16.34,2117.0,Poor,884.0,1,8.0,26.5,22.7,7,11.1,75.2,15,90.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0243,Hamburg-City,urban,53.545828,9.983295,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,17.33,985.0,Good,884.0,0,4.0,12.3,34.2,0,11.1,61.6,15,76.6,60+ min,60+ min,No impact,False,8,18,20,20,66,High
EMP0244,Hamburg-Barmbek,urban,53.610447,10.039755,Ohlsdorf,Hamburg-Ohlsdorf,U-Bahn / S-Bahn,"U1, S1",0.95,10.78,1308.0,Acceptable,884.0,0,4.0,16.3,19.7,0,11.1,51.1,15,66.1,46-60 min,60+ min,Minor impact,False,18,10,20,10,58,Medium
EMP0245,Hamburg-Harburg,outer_urban,53.484753,9.951479,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,24.22,4131.0,Poor,884.0,2,5.0,51.6,38.2,14,11.1,119.9,15,134.9,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0246,Henstedt-Ulzburg,outer_suburban,53.828945,10.009587,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,14.24,3249.0,Poor,884.0,1,10.0,40.6,25.9,7,11.1,94.5,15,109.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0247,Hamburg-Harburg,outer_urban,53.436224,9.929334,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,29.74,4638.0,Poor,884.0,2,5.0,58.0,38.2,14,11.1,126.2,15,141.2,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0248,Hamburg-Eimsbuettel,urban,53.551737,9.974999,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,16.69,1256.0,Acceptable,884.0,0,4.0,15.7,34.2,0,11.1,65.0,15,80.0,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0249,Hamburg-Eimsbuettel,urban,53.589905,9.923368,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,13.07,4284.0,Poor,884.0,1,4.0,53.6,24.2,7,11.1,99.8,15,114.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0250,Hamburg-Wandsbek,urban,53.562185,10.133791,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,18.37,4544.0,Poor,884.0,0,6.0,56.8,35.1,0,11.1,108.9,15,123.9,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0251,Pinneberg,suburban,53.640265,9.739871,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,17.51,4063.0,Poor,884.0,1,7.0,50.8,19.4,7,11.1,95.2,15,110.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0252,Henstedt-Ulzburg,outer_suburban,53.770773,10.020045,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,8.03,3289.0,Poor,884.0,1,9.0,41.1,16.3,7,11.1,84.5,15,99.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0253,Hamburg-Wandsbek,urban,53.595489,10.033397,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.24,1175.0,Acceptable,884.0,1,5.0,14.7,27.4,7,11.1,65.1,15,80.1,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0254,Hamburg-City,urban,53.549041,9.95272,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.1,1216.0,Acceptable,884.0,1,4.0,15.2,24.2,7,11.1,61.5,15,76.5,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0255,Hamburg-City,urban,53.557792,10.044836,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,16.49,2154.0,Poor,884.0,0,6.0,26.9,35.1,0,11.1,79.0,15,94.0,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0256,Quickborn,suburban,53.739908,9.921922,Quickborn,Quickborn,AKN,A1,0.7,5.92,1540.0,Poor,884.0,1,9.0,19.2,11.4,7,11.1,57.7,15,72.7,46-60 min,60+ min,Minor impact,False,18,4,14,10,46,Medium
EMP0257,Ahrensburg,suburban,53.650505,10.19769,Ahrensburg,Ahrensburg,Regional,RE,0.75,15.15,3851.0,Poor,884.0,1,8.0,48.1,22.7,7,11.1,96.9,15,111.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0258,Norderstedt,near_workplace,53.721844,9.975469,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.32,1916.0,Poor,884.0,0,4.0,23.9,0.0,0,11.1,39.0,15,54.0,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0259,Norderstedt,near_workplace,53.734047,10.033153,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,4.81,3929.0,Poor,884.0,0,4.0,49.1,0.0,0,11.1,64.2,15,79.2,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0260,Hamburg-Harburg,outer_urban,53.471317,10.010752,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,25.68,2147.0,Poor,884.0,2,5.0,26.8,38.2,14,11.1,95.1,15,110.1,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0261,Norderstedt,near_workplace,53.700268,10.037811,Richtweg,Norderstedt,U-Bahn,U1,0.85,3.51,2879.0,Poor,884.0,0,6.0,36.0,3.2,0,11.1,56.2,15,71.2,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0262,Ahrensburg,suburban,53.701198,10.199922,Ahrensburg,Ahrensburg,Regional,RE,0.75,14.17,3887.0,Poor,884.0,1,8.0,48.6,22.7,7,11.1,97.3,15,112.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0263,Hamburg-Altona,urban,53.54608,9.910486,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.98,1748.0,Poor,884.0,1,4.0,21.9,24.2,7,11.1,68.1,15,83.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0264,Norderstedt,near_workplace,53.691394,10.027833,Richtweg,Norderstedt,U-Bahn,U1,0.85,3.07,2199.0,Poor,884.0,0,6.0,27.5,3.2,0,11.1,47.7,15,62.7,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0265,Elmshorn,outer_suburban,53.768151,9.684847,Elmshorn,Elmshorn,Regional,RE,0.7,21.06,2619.0,Poor,884.0,2,9.0,32.7,31.3,14,11.1,98.1,15,113.1,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0266,Hamburg-City,urban,53.546493,10.013902,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,17.37,838.0,Good,884.0,0,3.0,10.5,23.6,0,11.1,48.1,15,63.1,46-60 min,60+ min,Minor impact,False,18,18,20,10,66,High
EMP0267,Hamburg-Altona,urban,53.521237,9.919189,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,20.53,3577.0,Poor,884.0,1,4.0,44.7,24.2,7,11.1,91.0,15,106.0,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0268,Norderstedt,near_workplace,53.729621,10.012964,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.62,2746.0,Poor,884.0,0,4.0,34.3,0.0,0,11.1,49.4,15,64.4,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0269,Norderstedt,near_workplace,53.713265,9.943421,Quickborn,Quickborn,AKN,A1,0.7,3.0,3258.0,Poor,884.0,1,9.0,40.7,11.4,7,11.1,79.2,15,94.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0270,Norderstedt,near_workplace,53.716592,9.9576,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.43,2506.0,Poor,884.0,0,4.0,31.3,0.0,0,11.1,46.4,15,61.4,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0271,Norderstedt,near_workplace,53.714584,9.968016,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,1.8,1788.0,Poor,884.0,0,4.0,22.3,0.0,0,11.1,37.4,15,52.4,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0272,Hamburg-City,urban,53.541394,10.013244,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,17.93,1329.0,Acceptable,884.0,0,3.0,16.6,23.6,0,11.1,54.3,15,69.3,46-60 min,60+ min,Minor impact,False,18,10,20,10,58,Medium
EMP0273,Norderstedt,near_workplace,53.684905,10.002734,Garstedt,Norderstedt,U-Bahn,U1,0.85,2.22,613.0,Good,884.0,0,6.0,7.7,6.1,0,11.1,30.9,15,45.9,31-45 min,46-60 min,Minor impact,True,28,18,20,10,76,High
EMP0274,Hamburg-Harburg,outer_urban,53.462225,10.048492,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,26.96,3869.0,Poor,884.0,2,5.0,48.4,38.2,14,11.1,116.6,15,131.6,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0275,Pinneberg,suburban,53.650732,9.831895,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,11.54,2328.0,Poor,884.0,1,7.0,29.1,19.4,7,11.1,73.6,15,88.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0276,Hamburg-Eimsbuettel,urban,53.588613,9.982278,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,12.58,514.0,Good,884.0,0,5.0,6.4,29.4,0,11.1,51.9,15,66.9,46-60 min,60+ min,Minor impact,False,18,18,20,10,66,High
EMP0277,Hamburg-Altona,urban,53.542846,9.969836,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,17.69,1893.0,Poor,884.0,0,4.0,23.7,34.2,0,11.1,73.0,15,88.0,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0278,Hamburg-Wandsbek,urban,53.586758,10.149329,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,16.77,5677.0,Poor,884.0,0,6.0,71.0,35.1,0,11.1,123.1,15,138.1,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0279,Henstedt-Ulzburg,outer_suburban,53.819761,9.961091,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,13.22,1918.0,Poor,884.0,1,10.0,24.0,25.9,7,11.1,77.9,15,92.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0280,Henstedt-Ulzburg,outer_suburban,53.764876,9.928444,Quickborn,Quickborn,AKN,A1,0.7,7.94,4095.0,Poor,884.0,1,9.0,51.2,11.4,7,11.1,89.6,15,104.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0281,Norderstedt,near_workplace,53.735225,9.994649,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.79,3030.0,Poor,884.0,0,4.0,37.9,0.0,0,11.1,52.9,15,67.9,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0282,Hamburg-City,urban,53.577537,9.956784,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.93,2482.0,Poor,884.0,0,5.0,31.0,29.4,0,11.1,76.5,15,91.5,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0283,Hamburg-City,urban,53.5574,9.953908,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,16.17,1386.0,Acceptable,884.0,1,4.0,17.3,24.2,7,11.1,63.6,15,78.6,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0284,Hamburg-City,urban,53.555054,9.997422,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,16.33,408.0,Excellent,884.0,0,4.0,5.1,34.2,0,11.1,54.4,15,69.4,46-60 min,60+ min,Minor impact,False,18,25,20,10,73,High
EMP0285,Hamburg-Barmbek,urban,53.567058,10.049332,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,15.57,1290.0,Acceptable,884.0,0,6.0,16.1,35.1,0,11.1,68.2,15,83.2,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0286,Hamburg-Eimsbuettel,urban,53.554546,9.978505,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,16.37,991.0,Good,884.0,1,5.0,12.4,22.3,7,11.1,57.8,15,72.8,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0287,Norderstedt,near_workplace,53.675794,9.977074,Garstedt,Norderstedt,U-Bahn,U1,0.85,2.92,1373.0,Acceptable,884.0,0,6.0,17.2,6.1,0,11.1,40.3,15,55.3,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0288,Hamburg-Eimsbuettel,urban,53.586009,9.972398,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,12.89,1183.0,Acceptable,884.0,0,5.0,14.8,29.4,0,11.1,60.3,15,75.3,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0289,Hamburg-Barmbek,urban,53.59675,9.996862,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,11.7,1073.0,Acceptable,884.0,0,5.0,13.4,29.4,0,11.1,58.9,15,73.9,46-60 min,60+ min,Minor impact,False,18,10,20,10,58,Medium
EMP0290,Norderstedt,near_workplace,53.740651,9.993151,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,4.37,3631.0,Poor,884.0,0,4.0,45.4,0.0,0,11.1,60.4,15,75.4,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0291,Henstedt-Ulzburg,outer_suburban,53.810449,9.956728,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,12.23,2815.0,Poor,884.0,1,9.0,35.2,16.3,7,11.1,78.6,15,93.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0292,Norderstedt,near_workplace,53.691791,10.013261,Richtweg,Norderstedt,U-Bahn,U1,0.85,2.19,1254.0,Acceptable,884.0,0,6.0,15.7,3.2,0,11.1,35.9,15,50.9,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0293,Elmshorn,outer_suburban,53.719733,9.607282,Elmshorn,Elmshorn,Regional,RE,0.7,24.91,4854.0,Poor,884.0,2,9.0,60.7,31.3,14,11.1,126.0,15,141.0,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0294,Norderstedt,near_workplace,53.691933,10.032637,Richtweg,Norderstedt,U-Bahn,U1,0.85,3.34,2501.0,Poor,884.0,0,6.0,31.3,3.2,0,11.1,51.5,15,66.5,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0295,Henstedt-Ulzburg,outer_suburban,53.785676,10.014101,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,9.54,2163.0,Poor,884.0,1,9.0,27.0,16.3,7,11.1,70.4,15,85.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0296,Kaltenkirchen,outer_suburban,53.840661,9.979297,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,15.46,1206.0,Acceptable,884.0,1,10.0,15.1,25.9,7,11.1,69.0,15,84.0,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0297,Bad Oldesloe,regional,53.835437,10.360349,Bad Oldesloe,Bad Oldesloe,Regional,RE,0.65,28.83,2861.0,Poor,884.0,2,10.0,35.8,37.6,14,11.1,108.4,15,123.4,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0298,Ahrensburg,suburban,53.691875,10.191218,Ahrensburg,Ahrensburg,Regional,RE,0.75,13.65,3664.0,Poor,884.0,1,8.0,45.8,22.7,7,11.1,94.5,15,109.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0299,Quickborn,suburban,53.734387,9.925835,Quickborn,Quickborn,AKN,A1,0.7,5.31,1485.0,Acceptable,884.0,1,9.0,18.6,11.4,7,11.1,57.0,15,72.0,46-60 min,60+ min,Minor impact,False,18,10,14,10,52,Medium
EMP0300,Pinneberg,suburban,53.66692,9.766438,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,14.88,2474.0,Poor,884.0,1,7.0,30.9,19.4,7,11.1,75.4,15,90.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0301,Quickborn,suburban,53.740533,9.890185,Quickborn,Quickborn,AKN,A1,0.7,7.57,1396.0,Acceptable,884.0,1,9.0,17.5,11.4,7,11.1,55.9,15,70.9,46-60 min,60+ min,Minor impact,False,18,10,14,10,52,Medium
EMP0302,Norderstedt,near_workplace,53.692731,9.945628,Richtweg,Norderstedt,U-Bahn,U1,0.85,2.75,3260.0,Poor,884.0,0,6.0,40.8,3.2,0,11.1,61.0,15,76.0,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0303,Hamburg-Barmbek,urban,53.590533,10.071799,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,13.63,1876.0,Poor,884.0,1,5.0,23.5,27.4,7,11.1,73.9,15,88.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0304,Hamburg-Wandsbek,urban,53.605897,10.074671,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.19,2918.0,Poor,884.0,1,5.0,36.5,27.4,7,11.1,86.9,15,101.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0305,Henstedt-Ulzburg,outer_suburban,53.764199,10.005364,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,7.08,3254.0,Poor,884.0,1,9.0,40.7,16.3,7,11.1,84.1,15,99.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0306,Hamburg-Wandsbek,urban,53.582544,10.15012,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,17.16,5611.0,Poor,884.0,0,6.0,70.1,35.1,0,11.1,122.3,15,137.3,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0307,Hamburg-Eimsbuettel,urban,53.577054,9.924145,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,14.42,2877.0,Poor,884.0,1,4.0,36.0,24.2,7,11.1,82.2,15,97.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0308,Hamburg-Harburg,outer_urban,53.470599,9.952954,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,25.78,2996.0,Poor,884.0,2,5.0,37.5,38.2,14,11.1,105.7,15,120.7,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0309,Hamburg-Altona,urban,53.577224,9.93624,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,14.2,2806.0,Poor,884.0,1,4.0,35.1,24.2,7,11.1,81.3,15,96.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0310,Norderstedt,near_workplace,53.714079,9.994555,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,1.52,686.0,Good,884.0,0,4.0,8.6,0.0,0,11.1,23.6,15,38.6,0-30 min,31-45 min,Minor impact,False,35,18,20,10,83,Very High
