employee_id,home_area,area_type,latitude,longitude
EMP0469,Norderstedt,near_workplace,53.679352,10.002391
EMP0470,Hamburg-Wandsbek,urban,53.583559,10.098946
EMP0471,Hamburg-Eimsbuettel,urban,53.577913,9.991824
EMP0472,Hamburg-Wandsbek,urban,53.567069,10.099719
EMP0473,Norderstedt,near_workplace,53.722627,9.942712
EMP0474,Norderstedt,near_workplace,53.717456,10.050976
EMP0475,Hamburg-Altona,urban,53.58444,9.941533
EMP0476,Hamburg-Altona,urban,53.553777,9.933019
EMP0477,Hamburg-Wandsbek,urban,53.586925,10.008811
EMP0478,Hamburg-Harburg,outer_urban,53.496847,9.941452
EMP0479,Hamburg-Harburg,outer_urban,53.448031,9.976423
EMP0480,Hamburg-Eimsbuettel,urban,53.588894,9.922809
EMP0481,Hamburg-Eimsbuettel,urban,53.5591,9.933858
EMP0482,Hamburg-City,urban,53.538392,9.983331
EMP0483,Hamburg-Barmbek,urban,53.588445,10.02948
EMP0484,Hamburg-Altona,urban,53.545793,9.879563
EMP0485,Norderstedt,near_workplace,53.681653,10.002482
EMP0486,Hamburg-Eimsbuettel,urban,53.562571,10.004842
EMP0487,Hamburg-Wandsbek,urban,53.580404,10.037467
EMP0488,Hamburg-City,urban,53.558784,10.019009
EMP0489,Hamburg-Barmbek,urban,53.55917,10.055591
EMP0490,Hamburg-Barmbek,urban,53.587545,10.019477
EMP0491,Pinneberg,suburban,53.674839,9.766509
EMP0492,Pinneberg,suburban,53.670889,9.772005
EMP0493,Pinneberg,suburban,53.630328,9.754324
EMP0494,Hamburg-Altona,urban,53.548513,9.985428
EMP0495,Ahrensburg,suburban,53.690683,10.237885
EMP0496,Hamburg-Barmbek,urban,53.610998,10.067001
EMP0497,Hamburg-Wandsbek,urban,53.576874,10.100418
EMP0498,Hamburg-Harburg,outer_urban,53.421362,9.993151
EMP0499,Hamburg-Eimsbuettel,urban,53.570405,9.986492
EMP0500,Hamburg-Wandsbek,urban,53.601677,10.038178
EMP0501,Quickborn,suburban,53.742248,9.868018
EMP0502,Kaltenkirchen,outer_suburban,53.871764,9.944068
EMP0503,Elmshorn,outer_suburban,53.785629,9.700702
EMP0504,Hamburg-Wandsbek,urban,53.566386,10.085225
EMP0505,Hamburg-Barmbek,urban,53.604008,10.080067
EMP0506,Ahrensburg,suburban,53.695749,10.250745
EMP0507,Hamburg-Altona,urban,53.56528,9.966004
EMP0508,Henstedt-Ulzburg,outer_suburban,53.763058,10.012233
EMP0509,Hamburg-Wandsbek,urban,53.581807,10.096648
EMP0510,Norderstedt,near_workplace,53.690419,9.970495
EMP0511,Norderstedt,near_workplace,53.700098,9.978665
EMP0512,Henstedt-Ulzburg,outer_suburban,53.813362,9.987285
EMP0513,Norderstedt,near_workplace,53.685216,10.005305
EMP0514,Hamburg-Altona,urban,53.558193,9.900361
EMP0515,Hamburg-Altona,urban,53.522744,9.926117
EMP0516,Hamburg-City,urban,53.576721,9.999653
EMP0517,Hamburg-Altona,urban,53.536874,9.967584
EMP0518,Quickborn,suburban,53.754761,9.933756
EMP0519,Norderstedt,near_workplace,53.712029,9.991784
EMP0520,Ahrensburg,suburban,53.646516,10.204426
EMP0521,Henstedt-Ulzburg,outer_suburban,53.782327,10.050058
EMP0522,Hamburg-Eimsbuettel,urban,53.553924,9.918671
EMP0523,Norderstedt,near_workplace,53.714363,9.993508
EMP0524,Hamburg-Harburg,outer_urban,53.428659,10.001975
EMP0525,Norderstedt,near_workplace,53.719627,10.023131
EMP0526,Hamburg-Eimsbuettel,urban,53.578405,9.955975
EMP0527,Elmshorn,outer_suburban,53.714478,9.673561
EMP0528,Lueneburg,regional,53.233027,10.460623
EMP0529,Quickborn,suburban,53.753597,9.896228
EMP0530,Hamburg-Altona,urban,53.555575,9.94511
EMP0531,Pinneberg,suburban,53.678684,9.787139
EMP0532,Pinneberg,suburban,53.646794,9.798474
EMP0533,Hamburg-Eimsbuettel,urban,53.547422,9.980135
EMP0534,Pinneberg,suburban,53.619053,9.797978
EMP0535,Norderstedt,near_workplace,53.70558,10.038178
EMP0536,Hamburg-City,urban,53.566424,9.962333
EMP0537,Hamburg-Barmbek,urban,53.583627,10.092292
EMP0538,Hamburg-City,urban,53.530884,10.02189
EMP0539,Hamburg-City,urban,53.566493,9.989851
EMP0540,Henstedt-Ulzburg,outer_suburban,53.78848,9.996746
EMP0541,Lueneburg,regional,53.231324,10.435168
EMP0542,Hamburg-Barmbek,urban,53.583286,10.023531
EMP0543,Henstedt-Ulzburg,outer_suburban,53.780479,9.949146
EMP0544,Lueneburg,regional,53.230664,10.449096
EMP0545,Norderstedt,near_workplace,53.701896,9.954322
EMP0546,Hamburg-Wandsbek,urban,53.556527,10.136919
EMP0547,Hamburg-Eimsbuettel,urban,53.561284,9.945773
EMP0548,Norderstedt,near_workplace,53.724073,9.97407
EMP0549,Quickborn,suburban,53.753587,9.912387
EMP0550,Hamburg-Wandsbek,urban,53.598958,10.109325
EMP0551,Hamburg-Wandsbek,urban,53.583004,10.055867
EMP0552,Norderstedt,near_workplace,53.719215,9.939803
EMP0553,Hamburg-City,urban,53.527282,9.961979
EMP0554,Kaltenkirchen,outer_suburban,53.826821,9.88792
EMP0555,Norderstedt,near_workplace,53.699089,10.015616
EMP0556,Hamburg-City,urban,53.524976,9.988379
EMP0557,Hamburg-Altona,urban,53.562348,9.977704
EMP0558,Hamburg-Wandsbek,urban,53.626515,10.089777
EMP0559,Hamburg-Barmbek,urban,53.588426,10.054521
EMP0560,Hamburg-Wandsbek,urban,53.600466,10.10669
EMP0561,Norderstedt,near_workplace,53.706023,10.005903
EMP0562,Hamburg-City,urban,53.548197,10.019891
EMP0563,Henstedt-Ulzburg,outer_suburban,53.770788,10.016693
EMP0564,Hamburg-Harburg,outer_urban,53.446314,10.019724
EMP0565,Pinneberg,suburban,53.66444,9.804804
EMP0566,Pinneberg,suburban,53.669451,9.855836
EMP0567,Quickborn,suburban,53.763666,9.898613
EMP0568,Norderstedt,near_workplace,53.68073,9.993823
EMP0569,Hamburg-Eimsbuettel,urban,53.56345,9.999423
EMP0570,Hamburg-Barmbek,urban,53.591682,9.995399
EMP0571,Hamburg-Altona,urban,53.568812,9.9106
EMP0572,Henstedt-Ulzburg,outer_suburban,53.795281,9.91591
EMP0573,Hamburg-Wandsbek,urban,53.567707,10.151565
EMP0574,Quickborn,suburban,53.758802,9.935931
EMP0575,Henstedt-Ulzburg,outer_suburban,53.792732,9.960897
EMP0576,Hamburg-Wandsbek,urban,53.578672,10.071637
EMP0577,Kaltenkirchen,outer_suburban,53.842094,9.894304
EMP0578,Hamburg-Barmbek,urban,53.565649,10.014498
EMP0579,Henstedt-Ulzburg,outer_suburban,53.810326,10.00711
EMP0580,Hamburg-Eimsbuettel,urban,53.568825,9.962119
EMP0581,Hamburg-Wandsbek,urban,53.561319,10.095791
EMP0582,Hamburg-Barmbek,urban,53.572937,10.065615
EMP0583,Norderstedt,near_workplace,53.720611,9.973246
EMP0584,Hamburg-Eimsbuettel,urban,53.590561,9.935042
EMP0585,Kaltenkirchen,outer_suburban,53.822004,10.009775
EMP0586,Hamburg-Harburg,outer_urban,53.440133,10.001966
EMP0587,Hamburg-City,urban,53.537062,9.993302
EMP0588,Hamburg-Altona,urban,53.533803,9.971582
EMP0589,Hamburg-City,urban,53.523113,10.022199
EMP0590,Norderstedt,near_workplace,53.705502,10.0549
EMP0591,Elmshorn,outer_suburban,53.76359,9.579835
EMP0592,Hamburg-Wandsbek,urban,53.59223,10.058972
EMP0593,Hamburg-Altona,urban,53.535348,9.930862
EMP0594,Hamburg-Harburg,outer_urban,53.474311,9.930407
EMP0595,Norderstedt,near_workplace,53.704067,10.053489
EMP0596,Hamburg-Altona,urban,53.570277,9.96516
EMP0597,Pinneberg,suburban,53.65722,9.782678
EMP0598,Hamburg-Harburg,outer_urban,53.426764,9.94358
EMP0599,Lueneburg,regional,53.276381,10.43618
EMP0600,Hamburg-Harburg,outer_urban,53.458029,10.044511
EMP0601,Hamburg-Wandsbek,urban,53.615333,10.133134
EMP0602,Quickborn,suburban,53.741263,9.885865
EMP0603,Kaltenkirchen,outer_suburban,53.82166,10.014426
EMP0604,Quickborn,suburban,53.724221,9.862287
EMP0605,Bad Oldesloe,regional,53.818266,10.392427
EMP0606,Ahrensburg,suburban,53.702357,10.239932
EMP0607,Henstedt-Ulzburg,outer_suburban,53.812776,9.945975
EMP0608,Norderstedt,near_workplace,53.71643,9.986546
EMP0609,Quickborn,suburban,53.755204,9.940567
EMP0610,Hamburg-Wandsbek,urban,53.607207,10.06951
EMP0611,Hamburg-Barmbek,urban,53.575983,10.072211
EMP0612,Pinneberg,suburban,53.643723,9.813994
EMP0613,Bad Oldesloe,regional,53.827384,10.353404
EMP0614,Lueneburg,regional,53.243762,10.395257
EMP0615,Hamburg-Altona,urban,53.578277,9.946823
EMP0616,Quickborn,suburban,53.71352,9.943801
EMP0617,Quickborn,suburban,53.758169,9.935066
EMP0618,Hamburg-Eimsbuettel,urban,53.574125,9.906793
EMP0619,Norderstedt,near_workplace,53.720342,10.021049
EMP0620,Norderstedt,near_workplace,53.689121,10.027843
EMP0621,Quickborn,suburban,53.726425,9.916353
EMP0622,Hamburg-Wandsbek,urban,53.56786,10.111391
EMP0623,Lueneburg,regional,53.231928,10.435949
EMP0624,Hamburg-Wandsbek,urban,53.580636,10.143212
EMP0625,Bad Oldesloe,regional,53.79282,10.40008
EMP0626,Hamburg-Eimsbuettel,urban,53.547324,9.946636
EMP0627,Ahrensburg,suburban,53.6525,10.276181
EMP0628,Norderstedt,near_workplace,53.732451,9.98573
EMP0629,Hamburg-Barmbek,urban,53.612699,10.018591
EMP0630,Ahrensburg,suburban,53.699769,10.256167
EMP0631,Elmshorn,outer_suburban,53.739724,9.581277
EMP0632,Ahrensburg,suburban,53.663071,10.24539
EMP0633,Norderstedt,near_workplace,53.695141,9.986773
EMP0634,Hamburg-Eimsbuettel,urban,53.574615,9.918665
EMP0635,Norderstedt,near_workplace,53.701417,9.939024
EMP0636,Norderstedt,near_workplace,53.687559,9.960485
EMP0637,Pinneberg,suburban,53.660068,9.736233
EMP0638,Quickborn,suburban,53.733678,9.893478
EMP0639,Quickborn,suburban,53.713275,9.892205
EMP0640,Henstedt-Ulzburg,outer_suburban,53.814181,9.936775
EMP0641,Quickborn,suburban,53.715294,9.914695
EMP0642,Ahrensburg,suburban,53.656953,10.288664
EMP0643,Norderstedt,near_workplace,53.710118,10.012864
EMP0644,Hamburg-City,urban,53.575122,9.959397
EMP0645,Hamburg-Harburg,outer_urban,53.467556,10.021886
EMP0646,Henstedt-Ulzburg,outer_suburban,53.828325,9.972797
EMP0647,Norderstedt,near_workplace,53.691642,9.973391
EMP0648,Hamburg-Wandsbek,urban,53.58058,10.097672
EMP0649,Pinneberg,suburban,53.657865,9.784915
EMP0650,Norderstedt,near_workplace,53.737764,9.996587
EMP0651,Hamburg-Eimsbuettel,urban,53.600422,9.941917
EMP0652,Kaltenkirchen,outer_suburban,53.806093,9.971433
EMP0653,Pinneberg,suburban,53.637736,9.814225
EMP0654,Hamburg-City,urban,53.527658,9.988283
EMP0655,Henstedt-Ulzburg,outer_suburban,53.756177,9.9422
EMP0656,Hamburg-Eimsbuettel,urban,53.583244,9.956033
EMP0657,Henstedt-Ulzburg,outer_suburban,53.776662,10.005485
EMP0658,Hamburg-Altona,urban,53.538436,9.961053
EMP0659,Hamburg-Harburg,outer_urban,53.477978,10.041837
EMP0660,Hamburg-Eimsbuettel,urban,53.544177,9.957687
EMP0661,Hamburg-Altona,urban,53.559131,9.938192
EMP0662,Kaltenkirchen,outer_suburban,53.826523,9.97435
EMP0663,Hamburg-City,urban,53.548241,10.053738
EMP0664,Norderstedt,near_workplace,53.71109,10.021202
EMP0665,Hamburg-Eimsbuettel,urban,53.554488,9.939773
EMP0666,Quickborn,suburban,53.709647,9.883898
EMP0667,Ahrensburg,suburban,53.682,10.217429
EMP0668,Lueneburg,regional,53.213312,10.44119
EMP0669,Hamburg-Altona,urban,53.564819,9.907843
EMP0670,Hamburg-Eimsbuettel,urban,53.566849,9.950734
EMP0671,Norderstedt,near_workplace,53.711548,10.009043
EMP0672,Hamburg-Barmbek,urban,53.586656,10.015764
EMP0673,Lueneburg,regional,53.245094,10.394865
EMP0674,Pinneberg,suburban,53.683075,9.751461
EMP0675,Hamburg-Harburg,outer_urban,53.465887,9.989182
EMP0676,Hamburg-Eimsbuettel,urban,53.60173,9.973493
EMP0677,Kaltenkirchen,outer_suburban,53.840201,10.018263
EMP0678,Hamburg-Wandsbek,urban,53.547361,10.113552
EMP0679,Norderstedt,near_workplace,53.681564,9.998002
EMP0680,Hamburg-Eimsbuettel,urban,53.586589,9.955091
EMP0681,Norderstedt,near_workplace,53.710981,9.982893
EMP0682,Hamburg-City,urban,53.517508,10.001693
EMP0683,Norderstedt,near_workplace,53.69185,9.951588
EMP0684,Hamburg-Wandsbek,urban,53.580864,10.132219
EMP0685,Hamburg-Harburg,outer_urban,53.438248,10.02362
EMP0686,Hamburg-Eimsbuettel,urban,53.556877,9.963638
EMP0687,Hamburg-Wandsbek,urban,53.575594,10.119018
EMP0688,Elmshorn,outer_suburban,53.742461,9.675123
EMP0689,Quickborn,suburban,53.74841,9.867976
EMP0690,Hamburg-Barmbek,urban,53.606519,10.076968
EMP0691,Hamburg-Altona,urban,53.560114,9.910832
EMP0692,Kaltenkirchen,outer_suburban,53.839445,9.967749
EMP0693,Hamburg-City,urban,53.581186,10.009192
EMP0694,Hamburg-Altona,urban,53.557609,9.933967
EMP0695,Kaltenkirchen,outer_suburban,53.836854,9.941538
EMP0696,Hamburg-Barmbek,urban,53.56605,10.018729
EMP0697,Quickborn,suburban,53.726613,9.906928
EMP0698,Hamburg-Harburg,outer_urban,53.422938,9.940587
EMP0699,Pinneberg,suburban,53.658156,9.828746
EMP0700,Hamburg-Altona,urban,53.569115,9.966743
EMP0701,Hamburg-City,urban,53.524736,9.962949
EMP0702,Hamburg-Altona,urban,53.550657,9.877708
EMP0703,Norderstedt,near_workplace,53.713152,9.966566
EMP0704,Henstedt-Ulzburg,outer_suburban,53.767933,9.969698
EMP0705,Hamburg-Altona,urban,53.533282,9.986349
EMP0706,Hamburg-Barmbek,urban,53.576083,9.996286
EMP0707,Ahrensburg,suburban,53.649239,10.265019
EMP0708,Ahrensburg,suburban,53.661765,10.241813
EMP0709,Hamburg-Wandsbek,urban,53.586031,10.138224
EMP0710,Hamburg-Wandsbek,urban,53.622936,10.113383
EMP0711,Lueneburg,regional,53.261275,10.437512
EMP0712,Pinneberg,suburban,53.660213,9.777799
EMP0713,Ahrensburg,suburban,53.702975,10.205814
EMP0714,Kaltenkirchen,outer_suburban,53.871038,9.988536
EMP0715,Ahrensburg,suburban,53.651113,10.196168
EMP0716,Hamburg-City,urban,53.56551,9.948372
EMP0717,Hamburg-Barmbek,urban,53.573656,10.028453
EMP0718,Norderstedt,near_workplace,53.695534,9.938682
EMP0719,Pinneberg,suburban,53.630828,9.769858
EMP0720,Elmshorn,outer_suburban,53.717848,9.678495
EMP0721,Hamburg-Wandsbek,urban,53.601338,10.082855
EMP0722,Hamburg-Wandsbek,urban,53.593047,10.136556
EMP0723,Norderstedt,near_workplace,53.679942,10.000374
EMP0724,Elmshorn,outer_suburban,53.78129,9.667701
EMP0725,Norderstedt,near_workplace,53.683096,9.971804
EMP0726,Norderstedt,near_workplace,53.690183,9.951846
EMP0727,Hamburg-City,urban,53.530921,9.951821
EMP0728,Norderstedt,near_workplace,53.68829,9.963486
EMP0729,Hamburg-Wandsbek,urban,53.572044,10.068363
EMP0730,Hamburg-Wandsbek,urban,53.578557,10.137822
EMP0731,Hamburg-Altona,urban,53.570731,9.899213
EMP0732,Norderstedt,near_workplace,53.730378,10.020207
EMP0733,Norderstedt,near_workplace,53.712454,10.046339
EMP0734,Hamburg-Eimsbuettel,urban,53.585758,9.920339
EMP0735,Norderstedt,near_workplace,53.689392,9.975763
EMP0736,Pinneberg,suburban,53.623443,9.820071
EMP0737,Hamburg-City,urban,53.546765,9.950584
EMP0738,Hamburg-Altona,urban,53.544529,9.945027
EMP0739,Hamburg-Eimsbuettel,urban,53.583027,9.974754
EMP0740,Hamburg-Eimsbuettel,urban,53.552957,9.993355
EMP0741,Norderstedt,near_workplace,53.689546,9.994045
EMP0742,Norderstedt,near_workplace,53.723501,10.016835
EMP0743,Henstedt-Ulzburg,outer_suburban,53.802194,9.940758
EMP0744,Norderstedt,near_workplace,53.71155,9.940999
EMP0745,Hamburg-Wandsbek,urban,53.610262,10.121268
EMP0746,Hamburg-Wandsbek,urban,53.610927,10.071069
EMP0747,Hamburg-Altona,urban,53.582868,9.953339
EMP0748,Hamburg-Wandsbek,urban,53.607534,10.046698
EMP0749,Ahrensburg,suburban,53.657342,10.229845
EMP0750,Henstedt-Ulzburg,outer_suburban,53.804443,9.935202
EMP0751,Hamburg-Altona,urban,53.57911,9.94559
EMP0752,Hamburg-Altona,urban,53.581239,9.918097
EMP0753,Hamburg-City,urban,53.549685,10.007503
EMP0754,Hamburg-Wandsbek,urban,53.623878,10.056412
EMP0755,Pinneberg,suburban,53.62718,9.78791
EMP0756,Hamburg-City,urban,53.528394,10.00285
EMP0757,Hamburg-Altona,urban,53.558198,9.947867
EMP0758,Elmshorn,outer_suburban,53.758462,9.722276
EMP0759,Norderstedt,near_workplace,53.717445,10.017997
EMP0760,Hamburg-Wandsbek,urban,53.563374,10.072716
EMP0761,Quickborn,suburban,53.743029,9.941086
EMP0762,Norderstedt,near_workplace,53.68773,10.030511
EMP0763,Norderstedt,near_workplace,53.718926,9.982602
EMP0764,Norderstedt,near_workplace,53.736294,9.965071
EMP0765,Kaltenkirchen,outer_suburban,53.854062,9.908684
EMP0766,Norderstedt,near_workplace,53.686016,9.961647
EMP0767,Hamburg-City,urban,53.54941,9.986451
EMP0768,Norderstedt,near_workplace,53.733626,9.982874
EMP0769,Norderstedt,near_workplace,53.711348,9.958334
EMP0770,Hamburg-Harburg,outer_urban,53.492063,9.987203
EMP0771,Hamburg-City,urban,53.527303,9.991889
EMP0772,Hamburg-Barmbek,urban,53.580579,10.066443
EMP0773,Hamburg-Harburg,outer_urban,53.432818,9.975019
EMP0774,Henstedt-Ulzburg,outer_suburban,53.809398,9.978045
EMP0775,Norderstedt,near_workplace,53.698718,10.024896
EMP0776,Henstedt-Ulzburg,outer_suburban,53.760342,9.969518
EMP0777,Hamburg-Harburg,outer_urban,53.432817,9.925092
EMP0778,Hamburg-City,urban,53.544516,10.042954
EMP0779,Quickborn,suburban,53.747231,9.906889
EMP0780,Henstedt-Ulzburg,outer_suburban,53.783275,9.987034
EMP0781,Hamburg-City,urban,53.52917,9.96004
EMP0782,Kaltenkirchen,outer_suburban,53.836335,9.907146
EMP0783,Hamburg-Wandsbek,urban,53.560786,10.054283
EMP0784,Hamburg-Harburg,outer_urban,53.473765,9.989131
EMP0785,Lueneburg,regional,53.221736,10.351877
EMP0786,Hamburg-Eimsbuettel,urban,53.597829,9.960431
EMP0787,Ahrensburg,suburban,53.675234,10.177772
EMP0788,Hamburg-Altona,urban,53.522764,9.921617
EMP0789,Ahrensburg,suburban,53.662656,10.180091
EMP0790,Hamburg-Harburg,outer_urban,53.491171,10.033601
EMP0791,Hamburg-City,urban,53.583613,10.002727
EMP0792,Hamburg-Eimsbuettel,urban,53.586725,9.967363
EMP0793,Hamburg-Altona,urban,53.574039,9.93599
EMP0794,Norderstedt,near_workplace,53.699577,10.016401
EMP0795,Norderstedt,near_workplace,53.685212,10.006682
EMP0796,Hamburg-Eimsbuettel,urban,53.5777,9.906623
EMP0797,Norderstedt,near_workplace,53.699696,9.977426
EMP0798,Hamburg-City,urban,53.541411,10.049326
EMP0799,Quickborn,suburban,53.748505,9.922557
EMP0800,Pinneberg,suburban,53.695977,9.775424
EMP0801,Quickborn,suburban,53.704025,9.928345
EMP0802,Hamburg-Altona,urban,53.519868,9.949133
EMP0803,Kaltenkirchen,outer_suburban,53.853767,9.967714
EMP0804,Hamburg-Harburg,outer_urban,53.443634,9.95901
EMP0805,Norderstedt,near_workplace,53.69625,9.963823
EMP0806,Norderstedt,near_workplace,53.731688,9.958988
EMP0807,Pinneberg,suburban,53.623395,9.801706
EMP0808,Hamburg-City,urban,53.547745,10.035968
EMP0809,Hamburg-Wandsbek,urban,53.596842,10.149904
EMP0810,Lueneburg,regional,53.265959,10.349902
EMP0811,Norderstedt,near_workplace,53.732347,9.953491
EMP0812,Norderstedt,near_workplace,53.71172,10.053225
EMP0813,Lueneburg,regional,53.220603,10.392829
EMP0814,Hamburg-Barmbek,urban,53.571856,10.032486
EMP0815,Norderstedt,near_workplace,53.702754,10.024034
EMP0816,Kaltenkirchen,outer_suburban,53.864579,9.988631
EMP0817,Kaltenkirchen,outer_suburban,53.864229,9.922721
EMP0818,Hamburg-Barmbek,urban,53.568536,10.03943
EMP0819,Hamburg-Harburg,outer_urban,53.439907,9.990677
EMP0820,Hamburg-Altona,urban,53.557101,9.910772
EMP0821,Norderstedt,near_workplace,53.70046,9.943089
EMP0822,Hamburg-Harburg,outer_urban,53.422701,9.951145
EMP0823,Hamburg-Altona,urban,53.541369,9.990067
EMP0824,Pinneberg,suburban,53.654326,9.738369
EMP0825,Henstedt-Ulzburg,outer_suburban,53.769811,9.923713
EMP0826,Norderstedt,near_workplace,53.730337,9.993289
EMP0827,Hamburg-Harburg,outer_urban,53.475193,9.92291
EMP0828,Hamburg-City,urban,53.517915,10.010742
EMP0829,Henstedt-Ulzburg,outer_suburban,53.76431,10.019307
EMP0830,Hamburg-City,urban,53.564567,10.011499
EMP0831,Hamburg-Harburg,outer_urban,53.475304,9.942886
EMP0832,Hamburg-Barmbek,urban,53.576699,10.060267
EMP0833,Hamburg-Eimsbuettel,urban,53.546134,9.959012
EMP0834,Pinneberg,suburban,53.667489,9.787912
EMP0835,Quickborn,suburban,53.707039,9.883139
EMP0836,Hamburg-Barmbek,urban,53.573119,10.020626
EMP0837,Quickborn,suburban,53.709098,9.926882
EMP0838,Lueneburg,regional,53.219256,10.387746
EMP0839,Hamburg-Eimsbuettel,urban,53.54632,9.964862
EMP0840,Hamburg-Wandsbek,urban,53.58258,10.038983
EMP0841,Norderstedt,near_workplace,53.717403,9.941567
EMP0842,Ahrensburg,suburban,53.692636,10.282928
EMP0843,Hamburg-Barmbek,urban,53.583034,10.088552
EMP0844,Hamburg-Eimsbuettel,urban,53.576219,9.999904
EMP0845,Norderstedt,near_workplace,53.706171,10.038504
EMP0846,Kaltenkirchen,outer_suburban,53.86338,9.947053
EMP0847,Hamburg-Eimsbuettel,urban,53.596653,9.91937
EMP0848,Pinneberg,suburban,53.670664,9.77928
EMP0849,Norderstedt,near_workplace,53.709739,9.985113
EMP0850,Bad Oldesloe,regional,53.781358,10.413806
EMP0851,Hamburg-City,urban,53.541226,9.952666
EMP0852,Hamburg-City,urban,53.526355,10.029109
EMP0853,Henstedt-Ulzburg,outer_suburban,53.78325,9.933488
EMP0854,Kaltenkirchen,outer_suburban,53.853856,9.93911
EMP0855,Hamburg-City,urban,53.564956,10.036373
EMP0856,Hamburg-Wandsbek,urban,53.605353,10.076695
EMP0857,Quickborn,suburban,53.729028,9.92475
EMP0858,Henstedt-Ulzburg,outer_suburban,53.80472,9.956126
EMP0859,Hamburg-Eimsbuettel,urban,53.543019,9.955444
EMP0860,Hamburg-Wandsbek,urban,53.616805,10.087614
EMP0861,Quickborn,suburban,53.696715,9.897778
EMP0862,Quickborn,suburban,53.714819,9.932789
EMP0863,Ahrensburg,suburban,53.692205,10.291247
EMP0864,Hamburg-Barmbek,urban,53.591522,10.024827
EMP0865,Norderstedt,near_workplace,53.680297,10.030698
EMP0866,Kaltenkirchen,outer_suburban,53.861618,9.96271
EMP0867,Henstedt-Ulzburg,outer_suburban,53.766505,9.969059
EMP0868,Ahrensburg,suburban,53.671203,10.285975
EMP0869,Norderstedt,near_workplace,53.717939,10.035268
EMP0870,Hamburg-City,urban,53.543755,9.949386
EMP0871,Quickborn,suburban,53.756607,9.93291
EMP0872,Norderstedt,near_workplace,53.721311,10.042436
EMP0873,Bad Oldesloe,regional,53.788039,10.420668
EMP0874,Hamburg-Eimsbuettel,urban,53.578096,9.978582
EMP0875,Quickborn,suburban,53.722461,9.902207
EMP0876,Kaltenkirchen,outer_suburban,53.842925,10.026173
EMP0877,Hamburg-Eimsbuettel,urban,53.579077,9.943625
EMP0878,Hamburg-Altona,urban,53.573745,9.898439
EMP0879,Hamburg-Harburg,outer_urban,53.485715,9.936823
EMP0880,Hamburg-Barmbek,urban,53.578519,10.009795
EMP0881,Hamburg-Eimsbuettel,urban,53.557063,9.914795
EMP0882,Hamburg-Harburg,outer_urban,53.480429,10.008102
EMP0883,Elmshorn,outer_suburban,53.793325,9.68556
EMP0884,Hamburg-Wandsbek,urban,53.54845,10.104324
EMP0885,Hamburg-City,urban,53.570535,9.942946
EMP0886,Hamburg-Eimsbuettel,urban,53.58924,9.996873
EMP0887,Hamburg-Eimsbuettel,urban,53.579699,9.948871
EMP0888,Norderstedt,near_workplace,53.707552,9.958752
EMP0889,Hamburg-City,urban,53.53573,9.958744
EMP0890,Pinneberg,suburban,53.658088,9.82411
EMP0891,Hamburg-Altona,urban,53.558594,9.948071
EMP0892,Elmshorn,outer_suburban,53.736695,9.618605
EMP0893,Hamburg-City,urban,53.557338,10.043049
EMP0894,Norderstedt,near_workplace,53.696774,9.95377
EMP0895,Quickborn,suburban,53.749529,9.886972
EMP0896,Kaltenkirchen,outer_suburban,53.843343,9.944047
EMP0897,Hamburg-Altona,urban,53.547712,9.87482
EMP0898,Hamburg-City,urban,53.566749,9.955767
EMP0899,Hamburg-City,urban,53.536123,9.967926
EMP0900,Hamburg-Barmbek,urban,53.577135,10.001876
EMP0901,Hamburg-Wandsbek,urban,53.614909,10.082707
EMP0902,Hamburg-City,urban,53.576879,10.011292
EMP0903,Norderstedt,near_workplace,53.720071,10.015483
EMP0904,Hamburg-Wandsbek,urban,53.565005,10.140389
EMP0905,Elmshorn,outer_suburban,53.761409,9.681373
EMP0906,Pinneberg,suburban,53.695382,9.816822
EMP0907,Hamburg-Wandsbek,urban,53.580171,10.06908
EMP0908,Norderstedt,near_workplace,53.73351,10.003047
EMP0909,Hamburg-City,urban,53.545449,10.03958
EMP0910,Hamburg-Altona,urban,53.518255,9.95828
EMP0911,Quickborn,suburban,53.722011,9.950788
EMP0912,Henstedt-Ulzburg,outer_suburban,53.832524,10.008836
EMP0913,Kaltenkirchen,outer_suburban,53.875442,9.954085
EMP0914,Lueneburg,regional,53.226375,10.421656
EMP0915,Lueneburg,regional,53.261796,10.354321
EMP0916,Elmshorn,outer_suburban,53.759304,9.703383
EMP0917,Norderstedt,near_workplace,53.675132,10.007819
EMP0918,Norderstedt,near_workplace,53.69533,9.950333
EMP0919,Hamburg-Altona,urban,53.538968,9.9095
EMP0920,Hamburg-Barmbek,urban,53.584335,10.052191
EMP0921,Norderstedt,near_workplace,53.712455,9.956013
EMP0922,Henstedt-Ulzburg,outer_suburban,53.770347,9.998292
EMP0923,Hamburg-Harburg,outer_urban,53.468709,10.039131
EMP0924,Hamburg-Barmbek,urban,53.589874,10.05738
EMP0925,Hamburg-City,urban,53.553527,9.956708
EMP0926,Hamburg-City,urban,53.533824,10.020926
EMP0927,Hamburg-City,urban,53.559212,9.962173
EMP0928,Henstedt-Ulzburg,outer_suburban,53.793204,9.910182
EMP0929,Hamburg-Barmbek,urban,53.577995,10.01443
EMP0930,Quickborn,suburban,53.728661,9.860786
EMP0931,Hamburg-Altona,urban,53.527567,9.957514
EMP0932,Hamburg-Eimsbuettel,urban,53.570197,9.972117
